0	0.09
30	110.13
61	63.45
92	32.29
123	116.66
154	19.67
185	116.66
217	19.77
247	116.66
278	19.67
310	115.69
340	26.80
371	117.64
403	11.94
434	115.69
464	26.66
496	117.64
527	12.01
558	116.66
589	19.77
620	116.66
651	19.87
683	116.66
713	19.67
744	116.66
776	19.87
806	116.66
837	19.67
869	116.66
900	19.87
930	117.64
962	12.14
993	116.66
1024	19.77
1055	116.66
1086	19.46
1118	117.64
1148	12.14
1179	115.69
1211	26.09
1242	117.64
1273	12.20
1304	116.66
1335	19.36
1367	116.66
1397	19.87
1428	116.66
1460	19.46
1490	116.66
1522	19.98
1553	116.66
1584	19.46
1615	116.66
1646	19.87
1677	116.66
1709	19.36
1739	116.66
1771	19.98
1802	115.69
1832	25.95
1864	116.66
1895	20.09
1926	116.66
1957	19.46
1988	116.66
2020	19.87
2051	116.66
2081	19.46
2113	116.66
2144	19.87
2176	116.66
2206	19.46
2237	116.66
2269	19.98
2299	115.69
2330	25.95
2362	116.66
2393	19.98
2424	116.66
2455	19.46
2486	116.66
2518	19.87
2548	116.66
2579	19.46
2611	115.69
2641	26.80
2673	116.66
2704	19.56
2735	116.66
2766	19.87
2797	116.66
2829	19.46
2860	116.66
2890	19.98
2922	117.64
2953	11.94
2983	115.69
3015	26.80
3046	117.64
3078	11.94
3108	116.66
3139	19.87
3171	116.66
3202	19.46
3232	116.66
3264	19.87
3295	116.66
3326	19.46
3357	116.66
3388	19.87
3420	116.66
3450	19.46
3481	115.69
3513	26.66
3544	117.64
3575	12.01
3606	116.66
3637	19.77
3668	117.64
3699	12.01
3731	116.66
3762	19.87
3792	116.66
3824	19.56
3855	116.66
3886	19.98
3917	115.69
3948	26.09
3980	117.64
