150	7	0.03	0
150	6	0.03	1
150	8	0.04	1
150	26	0.13	2
150	42	0.21	3
150	70	0.34	4
150	471	2.30	16
150	604	2.95	33
150	628	3.07	50
150	636	3.11	66
150	641	3.13	82
150	645	3.15	100
150	645	3.15	117
150	646	3.15	135
150	649	3.17	152
150	647	3.16	171
150	649	3.17	188
150	649	3.17	205
150	648	3.16	223
150	650	3.17	241
150	650	3.17	259
150	648	3.16	276
150	650	3.17	293
